treatment,stratum,stratum_group,comment_karma,link_karma,tenure_i,gold,deltas_received,num_cmv_post,num_cmv_comments,cmv_tenure,average_comment_length
1,1,1,26024,99,13.330942774885136,0,7.0,0,0,0,0.0
0,1,1,8033,3407,13.330165180898266,0,2.0,0,0,0,0.0
1,1,1,315422,145182,13.3299274251754,0,1.0,0,0,0,0.0
1,1,1,11605,118,13.329858186703524,0,1.0,0,0,0,0.0
0,1,1,14277,8314,13.32964473574401,0,1.0,0,0,0,0.0
1,1,1,87627,18216,13.32940061071549,1,1.0,0,0,0,0.0
0,1,1,3408,1,13.329365753818896,0,1.0,0,0,0,0.0
1,1,1,4137,3676,13.32910429540634,0,1.0,0,0,0,0.0
1,1,1,28632,342,13.328923704993889,0,1.0,0,0,0,0.0
0,1,1,108346,1703,13.328113884221713,0,1.0,0,0,0,115.0
1,1,1,68016,136,13.327692369277612,0,1.0,0,2,28,29.25
1,1,1,5077,8413,13.327623194181914,0,1.0,0,0,0,0.0
1,1,1,1949,1390,13.327323868504422,0,1.0,0,0,0,32.0
1,1,1,49512,658,13.32731128833356,0,1.0,0,0,0,0.0
1,1,1,161417,14806,13.327111051306662,0,8.0,0,0,0,28.333333333333332
0,1,1,1560,408,13.326911859986664,0,1.0,0,0,0,0.0
0,1,1,2662,118,13.326878207237405,0,1.0,0,0,0,0.0
0,1,1,73945,1824,13.326711622959769,0,1.0,0,0,0,0.0
1,1,1,47280,398,13.32619710347793,0,1.0,0,0,0,0.0
0,1,1,33172,187,13.325421062207363,0,3.0,0,0,0,0.0
0,1,1,36451,6757,13.32506118059406,0,1.0,0,0,0,0.0
1,1,1,6333,522,13.324910630488857,0,1.0,0,0,0,0.0
1,1,1,108172,453,13.324291825510024,0,1.0,0,0,0,0.0
1,1,1,1432149,25316,13.324038320807512,1,2.0,0,0,0,113.0
0,1,1,22195,270,13.323891414832406,0,1.0,0,0,0,0.0
0,1,1,15571,6344,13.32244640634,0,5.0,0,0,0,0.0
0,1,1,5876,76,13.322195246555983,0,1.0,0,0,0,0.0
1,1,1,28330,11645,13.321667323013004,0,3.0,0,0,5,161.0
1,1,1,10187,1430,13.321469114023726,0,2.0,0,0,0,0.0
0,1,1,65618,776,13.321061763654876,0,2.0,0,1,0,65.0
0,1,1,1479,336,13.320028636927876,0,1.0,0,0,0,0.0
0,1,1,2581,301,13.319777191951072,0,1.0,0,0,0,0.0
0,1,1,146498,14380,13.319732923692396,0,1.0,0,0,0,57.5
0,1,1,61755,31,13.3194468753237,0,1.0,0,0,31,313.0
0,2,2,13669,47875,13.31896835350962,0,11.0,0,0,0,0.0
1,1,1,148253,532,13.31868987859391,0,1.0,0,0,0,0.0
1,1,1,50167,4305,13.317886015182244,0,2.0,0,0,0,0.0
0,1,1,9805,729,13.317662043777574,0,2.0,0,0,0,89.0
0,1,1,6750,3097,13.317163621844346,0,1.0,0,0,0,0.0
1,1,1,82737,3234,13.316387865766572,0,1.0,0,0,0,0.0
1,1,1,2430,538,13.31628177404857,0,8.0,0,0,0,0.0
1,1,1,85975,305,13.316001651352297,0,5.0,0,0,0,0.0
0,1,1,274,543,13.31597750502938,0,1.0,0,0,0,0.0
1,1,1,7337,432,13.315853319413236,0,2.0,0,0,0,0.0
0,1,1,30010,3029,13.315319787078712,0,2.0,0,0,0,0.0
1,7,3,52471,45,13.314702946761324,0,120.0,0,55,52,121.2622950819672
1,1,1,662530,18388,13.313712535576697,0,1.0,0,0,0,38.0
1,1,1,8437,884,13.313645293454355,0,1.0,0,0,0,0.0
1,1,1,9628,241,13.31339964739762,0,2.0,0,0,0,0.0
0,1,1,38242,228,13.313389443833344,0,7.0,0,0,0,0.0
1,1,1,29767,724,13.31316654982366,0,2.0,0,0,0,0.0
1,1,1,39536,2367,13.312860157702586,0,2.0,0,0,0,0.0
1,1,1,11644,444,13.312760910611551,0,1.0,0,0,0,0.0
1,7,3,129451,1,13.31190146629386,0,164.0,0,0,0,0.0
0,1,1,6024,3071,13.311287826473343,0,7.0,0,0,0,0.0
0,1,1,27361,1402,13.310584731180924,0,4.0,0,0,50,103.47826086956522
1,1,1,26267,14167,13.310567080916012,0,1.0,0,1,45,36.333333333333336
1,1,1,24944,3724,13.308731073108069,0,2.0,0,0,0,0.0
0,1,1,4218,33,13.308691241181686,0,1.0,0,0,0,1.0
1,1,1,10192,1218,13.308641490883817,0,1.0,0,0,0,0.0
1,1,1,28433,357,13.308637498184751,0,2.0,0,0,0,0.0
1,1,1,25908,169,13.307746936164827,0,2.0,0,0,0,0.0
0,1,1,17785,69,13.30758003500631,0,2.0,0,0,0,0.0
1,1,1,33774,6592,13.306405927976623,0,2.0,0,6,15,150.0
1,1,1,38743,2775,13.305579059013208,0,1.0,0,0,0,0.0
1,1,1,70434,882,13.305286736403122,0,2.0,0,3,48,52.714285714285715
0,1,1,25489,2147,13.305206090219636,0,5.0,0,0,0,0.0
1,1,1,4830,403,13.304495167969527,0,1.0,0,0,0,0.0
0,1,1,26215,207,13.30415027482176,0,1.0,0,0,0,0.0
0,1,1,1053,1,13.303662975407356,0,1.0,0,0,0,0.0
1,1,1,3527,7049,13.303626692546809,0,1.0,0,0,0,0.0
0,2,2,17542,6232,13.302917861710496,0,15.0,0,0,0,0.0
1,1,1,9051,969,13.302619391611376,0,1.0,0,0,0,0.0
0,1,1,6988,4440,13.30239652928978,0,1.0,0,0,0,0.0
1,1,1,72497,58070,13.301942280550966,0,4.0,0,0,0,0.0
1,1,1,41215,5438,13.301809760967728,0,1.0,0,0,0,0.0
0,1,1,740,2,13.300082823558038,0,1.0,0,0,0,0.0
0,1,1,34546,7823,13.299854574261516,0,2.0,0,0,0,0.0
0,1,1,3524,1444,13.299802510733237,0,1.0,0,0,0,0.0
1,1,1,34610,1728,13.299794873904071,0,1.0,0,0,0,0.0
1,1,1,629,85,13.297788669376478,0,1.0,0,0,0,0.0
0,1,1,1385,264,13.2976988970237,0,1.0,0,0,0,0.0
1,3,2,43035,88,13.297649178413922,0,20.0,0,2,2,110.0
1,1,1,130237,2158,13.297628929725809,1,1.0,0,2,45,85.83673469387755
1,1,1,41562,147,13.296437679440617,0,1.0,0,0,0,0.0
1,1,1,71564,13258,13.296433781805812,0,1.0,0,0,0,0.0
0,1,1,114443,38363,13.295683186069764,0,1.0,0,0,0,0.0
1,1,1,24562,2561,13.295501518262324,0,7.0,0,0,0,0.0
1,1,1,5277,2434,13.294957180289856,0,1.0,0,0,0,0.0
1,1,1,79598,49003,13.294728043726872,0,1.0,0,0,0,0.0
0,1,1,6220,685,13.294665142872562,0,1.0,0,0,0,0.0
0,1,1,1571,45,13.294580567366186,0,1.0,0,0,0,0.0
1,1,1,83380,1733,13.294457522521204,0,1.0,0,0,0,0.0
0,1,1,29575,3091,13.294312074198135,0,5.0,0,0,0,0.0
0,1,1,5109,4155,13.294209436481708,0,1.0,0,0,0,0.0
1,1,1,1785,22,13.29394544302213,0,1.0,0,0,0,0.0
0,1,1,8735,572,13.293321567949247,0,1.0,0,0,0,0.0
0,1,1,15158,600,13.292990649248203,0,3.0,0,2,38,158.16666666666666
0,1,1,8064,66,13.292856957205718,0,2.0,0,0,0,0.0
1,1,1,6754,1598,13.29212847975496,0,1.0,0,0,0,0.0
0,1,1,40399,7424,13.291914997107355,0,1.0,0,0,0,0.0
1,1,1,12986,1172,13.291331175777472,0,2.0,0,0,0,0.0
1,1,1,4735,314,13.291277337716275,0,1.0,0,0,0,0.0
1,1,1,115688,4593,13.290981973049762,0,1.0,0,0,0,0.0
0,1,1,1137,6,13.28996636983532,0,2.0,0,0,0,0.0
1,1,1,14834,3502,13.289903152100132,0,4.0,0,0,0,0.0
1,1,1,1755,84,13.289673318399217,0,1.0,0,0,0,0.0
1,1,1,92831,11110,13.289634690620172,0,1.0,0,0,0,0.0
1,1,1,23586,1780,13.289621920320783,0,1.0,0,0,0,0.0
1,1,1,1941,7786,13.28930770124202,0,1.0,0,0,0,0.0
1,1,1,36303,15557,13.288725717821228,0,5.0,0,0,0,0.0
0,1,1,11586,21,13.28736636223018,0,1.0,0,1,0,103.0
0,1,1,203,20,13.28715199231612,0,1.0,0,0,0,0.0
0,1,1,187363,11094,13.287110734425784,0,2.0,0,0,0,0.0
0,1,1,112634,6933,13.286366127738331,0,1.0,0,0,0,67.0
0,1,1,290655,2150,13.285889031888203,0,1.0,0,0,0,0.0
0,1,1,7653,5,13.285863079344283,0,2.0,0,0,0,0.0
1,1,1,21011,983,13.285805977410044,0,1.0,0,0,0,0.0
1,1,1,5069,347,13.285734774276724,0,1.0,0,0,0,0.0
1,1,1,264877,3652,13.28410477072766,0,3.0,0,4,51,55.111111111111114
0,1,1,2864,195,13.28344299670175,0,1.0,0,0,0,0.0
0,1,1,6112,13,13.281949156866022,0,5.0,0,0,0,0.0
0,7,3,123031,50,13.280974526349125,0,135.0,0,0,0,0.0
1,1,1,8180,602,13.280832722156156,0,1.0,0,0,0,0.0
1,3,2,26846,14337,13.28065653638791,0,27.0,0,0,0,0.0
0,1,1,62637,10581,13.280634259662175,0,1.0,0,0,0,0.0
0,1,1,9480,150,13.280392352799806,0,2.0,0,0,0,0.0
1,1,1,265793,28991,13.280107476890358,0,3.0,0,0,0,0.0
0,1,1,15044,111,13.280074996600348,0,2.0,0,0,0,0.0
0,1,1,131965,9162,13.279799341924454,0,1.0,0,0,0,0.0
0,1,1,2836,801,13.278733164521864,0,8.0,0,5,44,92.0
1,1,1,34963,10335,13.277949486422134,0,1.0,0,0,0,0.0
0,1,1,8247,493,13.277579116051765,0,3.0,0,0,0,0.0
1,1,1,67915,4524,13.27739202958131,0,1.0,0,1,0,112.0
0,1,1,4255,12851,13.27727560754668,0,1.0,0,0,0,0.0
0,1,1,6585,7,13.27559449111197,0,2.0,0,0,0,0.0
1,1,1,5607,14,13.275562105886223,0,3.0,0,0,0,0.0
0,1,1,160503,49868,13.275145692724262,0,1.0,0,0,0,0.0
0,1,1,30900,1718,13.27492102418166,0,1.0,0,0,0,0.0
1,1,1,15815,39,13.274873999059343,0,6.0,0,0,0,0.0
1,1,1,10195,39,13.274348071865894,0,1.0,0,0,0,0.0
0,1,1,42557,2175,13.273064038859582,0,1.0,0,0,0,0.0
1,1,1,89973,58582,13.272079870228254,0,1.0,0,0,0,0.0
1,1,1,100786,6658,13.27127914393728,0,1.0,0,0,0,0.0
0,1,1,5974,1470,13.270775683598092,0,1.0,0,0,0,0.0
0,1,1,16098,5414,13.270137865766571,0,1.0,0,0,0,0.0
1,1,1,28533,244,13.27001494767394,0,1.0,0,0,0,43.0
0,1,1,12931,1143,13.269857648006033,0,4.0,0,0,0,0.0
1,1,1,238384,21455,13.269543777496231,0,3.0,0,0,42,58.333333333333336
1,1,1,31235,14302,13.269199296293609,0,1.0,0,0,0,0.0
1,4,2,81067,2051,13.269161397340582,0,36.0,0,0,0,0.0
0,1,1,28790,197,13.269050045400004,0,1.0,0,0,0,0.0
1,1,1,85967,2640,13.268942781222751,0,3.0,0,0,0,0.0
0,1,1,65260,2838,13.268143037262504,0,1.0,0,0,0,0.0
1,2,2,17912,170,13.267713885489236,0,11.0,0,0,0,0.0
0,1,1,5973,2342,13.267701685575428,0,1.0,0,0,0,0.0
0,1,1,15509,8547,13.267269776938525,0,1.0,0,0,0,0.0
1,1,1,5445,938,13.26725548561092,0,1.0,0,0,0,0.0
1,1,1,722,167,13.266651383904833,0,1.0,0,0,0,0.0
1,1,1,10079,60,13.266573748089687,0,1.0,0,0,0,0.0
0,1,1,23924,2060,13.265383765328007,0,1.0,0,0,0,0.0
1,1,1,3849,5938,13.265218828830935,0,1.0,0,0,0,0.0
1,1,1,25266,16,13.26490565545907,0,2.0,0,0,0,0.0
1,1,1,2709,1213,13.264531926151392,0,1.0,0,0,0,0.0
0,1,1,38657,18365,13.264298511696554,0,1.0,0,0,0,0.0
1,1,1,1945,702,13.264122991378152,0,1.0,0,0,0,0.0
0,1,1,25466,2594,13.263578304836717,0,1.0,0,0,0,0.0
0,1,1,27542,66,13.263406713841205,0,3.0,0,3,48,56.5
0,1,1,5238,178,13.26217255788511,0,1.0,0,0,0,0.0
0,1,1,4044,2994,13.26206646616711,0,2.0,0,0,0,0.0
0,1,1,118624,1070,13.261993488500872,0,4.0,0,0,0,0.0
0,1,1,10947,535,13.261700310312415,0,1.0,0,0,0,0.0
0,1,1,108134,4464,13.261692641795166,0,3.0,0,2,52,120.83673469387756
0,1,1,12161,2280,13.26032143485928,0,1.0,0,0,0,0.0
1,1,1,6500,3418,13.260303911346718,0,1.0,0,0,0,0.0
1,1,1,23543,1962,13.26009134765366,0,1.0,0,0,0,0.0
1,1,1,547,114,13.259252247088344,0,1.0,0,0,0,0.0
1,1,1,857,14,13.25921507696134,0,1.0,0,0,0,0.0
0,1,1,453,1,13.25850824247456,0,1.0,0,0,0,0.0
0,1,1,821,1831,13.25850592924415,0,1.0,0,0,0,0.0
1,1,1,6568,1,13.258156916644966,0,4.0,0,0,0,0.0
1,1,1,52019,1248,13.256673058556895,0,3.0,0,0,0,0.0
0,1,1,82231,11366,13.256400255808906,0,1.0,0,0,0,0.0
0,1,1,3245,3,13.256360835827666,0,3.0,0,0,0,0.0
0,1,1,75172,2522,13.255801446013486,0,2.0,0,0,32,38.0
1,1,1,12551,1939,13.255529530531952,0,1.0,0,0,0,0.0
0,1,1,3604,4696,13.254588711204754,0,1.0,0,0,0,0.0
0,1,1,63,1,13.254526792681164,0,3.0,0,0,0,0.0
1,1,1,516325,28489,13.254503882193676,0,8.0,0,0,0,0.0
0,1,1,4667,89,13.254273731611883,0,2.0,0,0,0,0.0
0,1,1,35332,11176,13.254251961895555,0,2.0,0,0,0,0.0
1,1,1,43970,39960,13.254199359669784,0,1.0,0,0,0,0.0
0,1,1,27372,1,13.254061009478388,0,1.0,0,0,0,0.0
0,1,1,9377,72,13.25381352551256,0,1.0,0,1,0,524.0
1,1,1,6133,9318,13.25374653689492,0,1.0,0,0,0,0.0
1,1,1,965,117,13.253735604504625,0,1.0,0,0,0,0.0
0,1,1,2025,3901,13.252854485534868,0,1.0,0,0,0,0.0
1,1,1,16319,2152,13.251984203891144,0,1.0,0,0,0,0.0
0,1,1,32914,5661,13.251906663140264,0,5.0,0,0,0,0.0
1,1,1,12106,3044,13.251197135166018,0,1.0,0,0,0,0.0
1,1,1,1240,1619,13.251170358731816,0,1.0,0,0,0,0.0
0,1,1,1761,1515,13.250806864676502,0,2.0,0,0,0,0.0
0,6,3,41966,1965,13.25078078538023,0,70.0,0,96,53,82.84920634920636
0,1,1,79178,40295,13.250368555045858,0,4.0,0,0,0,0.0
0,1,1,55360,7592,13.250329863890636,0,5.0,0,2,38,83.28571428571429
0,1,1,30327,19116,13.25005031157994,0,1.0,0,1,0,741.0
1,1,1,11563,15,13.248451425733109,0,3.0,0,0,0,0.0
1,1,1,664292,50161,13.248381331682864,0,2.0,0,0,0,0.0
0,1,1,52409,1269,13.247892796433035,0,1.0,0,0,0,0.0
1,2,2,139383,259,13.247691703827767,0,11.0,0,0,0,0.0
1,1,1,66683,14621,13.247635045526756,0,1.0,0,2,46,67.2
1,1,1,71328,3934,13.246042117040432,0,9.0,0,0,0,0.0
0,1,1,174981,2,13.24599052883347,0,1.0,0,0,0,0.0
1,1,1,7458,41,13.24590937564058,0,1.0,0,0,0,0.0
0,1,1,41961,1450,13.244343033459932,0,1.0,0,0,0,0.0
1,1,1,19477,437,13.243096075516362,0,3.0,0,0,0,0.0
0,1,1,6940,354,13.24308466780475,0,1.0,0,0,0,0.0
0,1,1,104396,1907,13.242808315990922,0,2.0,0,0,0,0.0
0,1,1,30501,51537,13.242425333761602,0,6.0,0,0,0,0.0
1,1,1,222162,2362,13.242303619816308,0,1.0,0,0,0,0.0
1,1,1,216431,8430,13.242236979767636,0,4.0,0,0,0,0.0
1,1,1,888,659,13.24178491750688,0,1.0,0,0,0,0.0
1,1,1,207078,5645,13.240219811161658,0,1.0,0,1,28,17.0
1,1,1,24406,2544,13.23910286944239,0,1.0,0,0,0,0.0
1,1,1,24146,2101,13.23860159558126,0,6.0,0,0,0,0.0
0,1,1,11750,14419,13.238555362661138,0,6.0,0,0,0,0.0
1,1,1,8985,843,13.238302935353612,0,1.0,0,1,17,102.44444444444444
1,1,1,5785,6760,13.238093572157425,0,2.0,0,0,0,0.0
1,1,1,35646,1179,13.23804001928902,0,1.0,0,0,0,4.0
0,7,3,25385,5132,13.237764364613124,0,128.0,0,0,0,0.0
0,1,1,16828,4656,13.237707199302708,0,1.0,0,0,0,0.0
0,1,1,1640,1,13.236957300704589,0,1.0,0,0,0,0.0
0,1,1,1306,96,13.236874848300095,0,2.0,0,0,0,0.0
1,1,1,12857,390,13.236873739217025,0,1.0,0,0,0,0.0
0,1,1,100548,98797,13.236756398227849,0,2.0,0,1,0,29.0
0,2,2,23629,18131,13.23617840750612,0,13.0,0,0,0,0.0
1,2,2,23791,85414,13.235563088216947,0,19.0,0,0,0,0.0
1,2,2,72493,1729,13.23545984842685,0,13.0,0,9,29,80.55555555555556
0,1,1,14965,927,13.235438205462872,0,1.0,0,0,0,0.0
1,1,1,8689,283,13.235213315103657,0,1.0,0,0,0,0.0
1,1,1,1202,184,13.23395298478703,0,6.0,0,0,0,0.0
1,1,1,4865,1013,13.23388903822582,0,1.0,0,0,0,0.0
0,1,1,1144,619,13.233778066542296,0,1.0,0,0,0,0.0
0,1,1,2741,89,13.23360387712358,0,1.0,0,0,0,0.0
1,1,1,521,1,13.233584008692524,0,1.0,0,0,0,0.0
0,2,2,25480,8362,13.23320451215286,0,10.0,0,0,0,0.0
0,1,1,10961,77,13.232690689808956,0,1.0,0,1,19,196.5
1,1,1,48,56,13.23255598374766,0,1.0,1,66,52,146.18
0,1,1,3456,1663,13.231328704106623,0,1.0,0,0,0,0.0
0,1,1,43889,3626,13.231241276672344,0,2.0,0,0,0,0.0
1,1,1,43020,642,13.23037692070104,0,1.0,0,1,27,89.42857142857143
0,1,1,30534,295,13.230173483177277,0,1.0,0,0,0,0.0
0,1,1,13570,7314,13.229840726567138,0,1.0,0,0,0,0.0
0,1,1,71113,2038,13.229026786343548,0,5.0,0,0,0,0.0
1,1,1,4570,679,13.228980141478283,0,3.0,0,1,33,229.0
1,1,1,61112,4187,13.228826169059598,0,1.0,0,0,0,0.0
1,1,1,24317,14875,13.228283320427256,0,1.0,0,0,0,0.0
1,1,1,61119,8402,13.228031938826629,0,2.0,0,0,0,0.0
0,1,1,17420,1656,13.227712617965723,0,7.0,0,0,0,0.0
0,1,1,75657,6881,13.227712364461022,0,1.0,0,0,0,28.0
1,1,1,5670,3099,13.22698540803848,0,1.0,0,0,0,0.0
1,1,1,86,10,13.226890312086953,0,1.0,0,0,0,0.0
1,1,1,65928,616,13.226566586581844,0,1.0,0,0,0,0.0
1,1,1,7183,3182,13.226555590815371,0,1.0,0,0,0,0.0
0,3,2,184998,951,13.2264512419422,0,26.0,0,19,46,64.55555555555556
0,1,1,54140,313,13.225851861761196,0,6.0,0,0,0,0.0
0,1,1,15004,5126,13.225374987727683,0,2.0,0,0,0,0.0
1,1,1,2405,440,13.225307523788729,0,1.0,0,0,0,0.0
0,1,1,100,5,13.224849789360254,0,1.0,0,0,0,0.0
0,1,1,3211,12373,13.224326587342356,0,1.0,0,0,0,0.0
0,1,1,16042,167,13.223322423527618,0,1.0,0,0,0,0.0
0,1,1,5499,4218,13.223014098433188,0,2.0,0,0,0,133.0
1,1,1,17244,1010,13.222744654622504,0,1.0,0,0,0,0.0
0,1,1,4980,734,13.222039404540116,0,1.0,0,0,0,0.0
0,2,2,195255,11909,13.22045100745035,0,12.0,0,0,0,19.0
1,1,1,5740,546,13.220183908558164,0,1.0,0,0,0,0.0
0,1,1,7839,493,13.219968017615887,0,1.0,0,0,0,0.0
0,1,1,7126,1,13.219947198542194,0,1.0,0,0,0,0.0
1,1,1,21582,275,13.219929009579788,0,4.0,0,0,0,0.0
1,1,1,15502,1998,13.21980361981631,0,1.0,0,0,0,0.0
0,1,1,26226,115,13.219798771538873,0,7.0,0,0,0,0.0
1,1,1,28698,2445,13.21827831370938,0,1.0,0,0,0,0.0
0,1,1,20975,1089,13.21827105713727,0,2.0,0,0,0,0.0
0,1,1,19462,267,13.217386927799172,0,3.0,0,1,0,338.0
0,1,1,13593,94,13.21712150837564,0,2.0,0,0,0,0.0
1,1,1,4771,7549,13.216822436202852,0,1.0,0,0,0,0.0
0,1,1,22577,16256,13.216686747810831,0,1.0,0,0,0,0.0
0,1,1,52777,251,13.216685258470706,0,1.0,0,0,0,0.0
0,1,1,9377,5293,13.216672361418963,0,1.0,0,0,0,0.0
0,1,1,1870,1,13.21654253532319,0,1.0,0,0,0,0.0
0,1,1,34245,5266,13.216361089332368,0,1.0,0,0,0,0.0
1,1,1,36097,14,13.215416372370369,0,1.0,0,0,0,0.0
0,1,1,13371,251,13.214855841785026,0,1.0,0,0,0,0.0
0,1,1,7545,1588,13.214609530278448,0,3.0,0,0,0,0.0
0,1,1,5267,423,13.214550875627904,0,3.0,0,0,0,0.0
0,1,1,5281,701,13.213531881788068,0,1.0,0,0,0,0.0
1,1,1,201131,2274,13.213470787154764,0,1.0,0,0,0,0.0
0,1,1,103741,76641,13.213465812124976,0,5.0,0,0,0,0.0
1,1,1,23259,32130,13.212991948459806,0,1.0,0,0,0,0.0
1,1,1,616,42,13.21293041019327,0,3.0,0,0,0,0.0
1,1,1,13530,384,13.212449670213044,0,1.0,0,0,0,0.0
0,1,1,76330,2840,13.21234519458752,0,2.0,0,0,0,0.0
1,1,1,2762,69,13.211444048746266,0,1.0,0,0,0,0.0
0,1,1,20239,10257,13.20996681346855,0,1.0,0,0,0,0.0
0,1,1,52645,23550,13.209919534841532,0,1.0,0,0,0,0.0
0,1,1,2361,62,13.209872287902602,0,1.0,0,0,0,0.0
1,1,1,1326,440,13.209732036425937,0,1.0,0,0,0,0.0
0,1,1,219928,44342,13.209656587088851,0,1.0,0,0,0,0.0
1,1,1,6665,7341,13.209587063424188,0,1.0,0,0,0,0.0
1,1,1,6680,5933,13.209341670872156,0,1.0,0,0,0,0.0
1,1,1,8752,520,13.209259788853243,0,1.0,0,0,0,0.0
0,1,1,26401,150,13.209238431082058,0,1.0,0,0,0,0.0
1,1,1,19062,4040,13.209226326232512,0,1.0,0,0,0,0.0
1,1,1,150157,8028,13.208476998019975,0,1.0,0,0,44,147.0
0,1,1,115755,2601,13.208097945113543,0,7.0,0,2,6,120.0
1,1,1,198968,2369,13.207863389887544,0,1.0,0,0,0,0.0
0,1,1,5771,1345,13.20776921289056,0,2.0,0,0,0,0.0
1,1,1,7073,628,13.207676683674144,0,1.0,0,0,0,0.0
0,1,1,7414,1335,13.20732665705615,0,1.0,0,0,0,0.0
1,1,1,1555,1,13.20692279237696,0,2.0,0,0,0,0.0
1,2,2,338053,28671,13.206578089357718,0,12.0,0,0,0,0.0
1,1,1,14413,1250,13.206471300501786,0,7.0,0,0,0,7.0
1,1,1,4635,277,13.206430454556592,0,1.0,0,0,0,0.0
1,1,1,15029,6968,13.204700728595176,0,1.0,0,0,0,0.0
0,1,1,73,16,13.204655319565338,0,1.0,0,0,0,0.0
0,1,1,10212,14817,13.204367084718584,0,1.0,0,0,0,0.0
0,2,2,47597,879,13.204051946685272,0,15.0,0,0,0,0.0
1,1,1,264714,3602,13.20396109693751,0,3.0,0,0,0,0.0
1,1,1,12724,585,13.203775151238217,0,8.0,0,0,0,0.0
1,1,1,18195,864,13.202667335688238,0,1.0,0,0,0,0.0
0,1,1,11476,620,13.2019746974648,0,1.0,0,0,0,0.0
1,1,1,8772,2038,13.201663552130553,0,1.0,0,0,0,0.0
1,1,1,6974,1,13.201512653456383,0,1.0,0,0,0,0.0
0,1,1,4663,627,13.201487081169518,0,1.0,0,0,0,0.0
1,1,1,13418,269,13.201332189796284,0,1.0,0,0,0,0.0
1,1,1,12538,2918,13.201170770676958,0,3.0,0,0,0,0.0
0,1,1,48833,10480,13.20109782469881,0,1.0,0,0,0,0.0
1,1,1,21783,33,13.20062396103364,0,1.0,0,0,0,0.0
1,1,1,58520,11031,13.199422982505489,0,3.0,0,0,0,0.0
0,1,1,322124,1488,13.199352223005398,1,2.0,0,0,0,0.0
0,1,1,331413,25938,13.199063512837323,0,1.0,0,1,0,36.0
1,1,1,6301,3056,13.199047288536365,0,1.0,0,0,0,0.0
1,1,1,3148,137,13.198713739724033,0,1.0,0,0,0,0.0
0,1,1,159633,50868,13.198393309780055,0,1.0,0,0,0,0.0
0,1,1,28433,17261,13.198314469817577,0,4.0,0,0,0,0.0
0,1,1,289566,708,13.197992994166704,0,1.0,0,0,0,0.0
1,1,1,18266,7439,13.197901352216745,0,1.0,0,0,0,0.0
0,1,1,5278,1607,13.19670376431399,0,1.0,0,0,0,0.0
1,1,1,23898,1,13.196371324584732,0,1.0,0,0,0,0.0
1,1,1,407,1,13.19631178266773,0,6.0,0,0,0,0.0
0,1,1,29901,11475,13.196099599231728,0,1.0,0,0,0,403.0
0,1,1,186468,1046,13.195104720026718,0,1.0,0,0,0,0.0
1,1,1,5957,248,13.19416054176221,0,1.0,0,0,0,0.0
0,1,1,10094,2009,13.193540025626636,0,1.0,0,0,0,0.0
0,1,1,28187,2397,13.193456400762896,0,1.0,0,0,0,0.0
0,1,1,302774,51508,13.193262533041649,0,2.0,0,0,0,0.0
1,1,1,24668,3385,13.193025791337591,0,1.0,0,2,0,106.33333333333331
0,3,2,4819,8,13.19296086244566,0,25.0,0,0,0,0.0
1,1,1,12799,1162,13.192836106443936,0,1.0,0,0,0,0.0
1,1,1,44358,1482,13.19207457831759,0,1.0,0,0,0,0.0
1,1,1,35990,1132,13.191924788726492,0,1.0,0,0,0,0.0
0,1,1,20275,1946,13.19188118591766,0,1.0,0,0,0,0.0
1,1,1,14516,8004,13.191474374246305,0,1.0,0,0,0,0.0
0,1,1,27787,2810,13.191296635761754,0,1.0,0,0,0,0.0
0,1,1,2223,22,13.190966984584223,0,4.0,0,0,0,0.0
0,1,1,6320,2459,13.190122908989125,0,1.0,0,1,37,77.85714285714286
1,1,1,468959,25052,13.190099871749284,0,1.0,0,0,0,0.0
1,1,1,9511,500,13.189838318272466,0,2.0,0,1,17,78.66666666666667
1,1,1,45473,11163,13.189565832405352,0,1.0,0,0,0,0.0
0,1,1,33614,75,13.188281387453898,0,3.0,0,1,1236,71.0
1,1,1,25098,1798,13.188102793390978,0,1.0,0,0,0,0.0
0,1,1,345,350,13.187451476434047,0,1.0,0,0,0,0.0
1,1,1,9121,1436,13.187418235629933,0,1.0,0,0,0,0.0
1,1,1,224905,3015,13.187276684941668,0,1.0,0,0,0,0.0
1,1,1,18998,154,13.187245630615609,0,1.0,0,0,3,110.0
1,2,2,17325,453,13.186891864803254,0,10.0,0,0,0,0.0
1,1,1,14601,12894,13.184870196488806,0,1.0,0,0,0,0.0
1,1,1,42764,217,13.184474063703044,0,1.0,0,0,0,0.0
1,1,1,766,32,13.18431074329845,0,1.0,0,0,0,0.0
0,1,1,30083,1300,13.182795102058304,0,2.0,0,0,0,0.0
1,1,1,11383,136,13.182560103199076,0,2.0,0,0,0,0.0
0,1,1,27527,6562,13.182527559532891,0,3.0,0,0,0,0.0
1,1,1,346,2581,13.182176360455648,0,1.0,0,0,0,0.0
0,1,1,129,1730,13.181587722536417,0,1.0,0,0,0,0.0
0,1,1,3486,70,13.181570008895326,0,4.0,0,0,0,0.0
0,1,1,4931,8,13.18146081174472,0,1.0,0,0,0,0.0
0,1,1,41618,1830,13.179757291831924,0,2.0,0,0,0,0.0
0,1,1,8789,1750,13.179700760283264,0,2.0,0,0,0,0.0
0,1,1,7720,1689,13.179651897251857,0,2.0,0,0,0,0.0
0,1,1,1311,398,13.179265492709051,0,1.0,0,0,0,0.0
